168,3536,,,,,,
780,3537,,,,,,
31,3547,,,,,,
38,3596,,,,,,
32,3600,,,,,,
821,3615,,,,,,
1823,3629,,,,,,
1825,3631,,,,,,
758,3633,,,,,,
563,3645,,,,,,
37,3685,,,,,,
30,3723,,,,,,
29,3742,,,,,,
748,3745,,,,,,
747,3753,,,,,,
544,3756,,,,,,
498,3757,,,,,,
227,3760,,,,,,
777,3772,,,,,,
590,3780,,,,,,
1824,3796,,,,,,
36,3803,,,,,,
539,3821,,,,,,
746,3870,,,,,,
1826,3895,,,,,,
33,3900,,,,,,
817,3908,,,,,,
35,3932,,,,,,
167,3941,,,,,,
34,3985,,,,,,
1958,3989,,,,,,
818,4001,,,,,,
820,4079,,,,,,
1741,4097,,,,,,
160,4109,,,,,,
774,4118,,,,,,
776,4225,,,,,,
1959,4239,,,,,,
822,4273,,,,,,
771,4288,,,,,,
819,4347,,,,,,
1829,4413,,,,,,
1830,4450,,,,,,
745,4452,,,,,,
813,4452,,,,,,
770,4504,,,,,,
1739,4529,,,,,,
1,4536,,,,,,
493,4603,,,,,,
1827,4632,,,,,,
1836,4636,,,,,,
226,4642,,,,,,
1837,4642,,,,,,
1183,4666,,,,,,
1832,4685,,,,,,
540,4690,,,,,,
773,4703,,,,,,
1828,4704,,,,,,
1831,4709,,,,,,
567,4715,,,,,,
1184,4715,,,,,,
1861,4765,,,,,,
1833,4841,,,,,,
1844,4865,,,,,,
1962,4907,,,,,,
719,4947,,,,,,
750,4970,,,,,,
1740,5001,,,,,,
193,5011,,,,,,
1860,5014,,,,,,
494,5015,,,,,,
1960,5062,,,,,,
159,5068,,,,,,
659,5117,,,,,,
249,5194,,,,,,
1851,5194,,,,,,
1843,5199,,,,,,
823,5201,,,,,,
1845,5249,,,,,,
759,5250,,,,,,
720,5261,,,,,,
491,5287,,,,,,
749,5334,,,,,,
576,5353,,,,,,
1838,5354,,,,,,
1182,5394,,,,,,
589,5411,,,,,,
1834,5416,,,,,,
1850,5416,,,,,,
1859,5433,,,,,,
1839,5455,,,,,,
1852,5485,,,,,,
1835,5486,,,,,,
1840,5501,,,,,,
766,5522,,,,,,
158,5524,,,,,,
1842,5587,,,,,,
538,5589,,,,,,
565,5596,,,,,,
1841,5628,,,,,,
1961,5628,,,,,,
824,5639,,,,,,
772,5655,,,,,,
712,5659,,,,,,
1858,5679,,,,,,
525,5685,,,,,,
1849,5702,,,,,,
721,5773,,,,,,
1846,5784,,,,,,
825,5788,,,,,,
1857,5839,,,,,,
163,5854,,,,,,
1848,5863,,,,,,
492,5901,,,,,,
718,5911,,,,,,
1738,5911,,,,,,
1847,5973,,,,,,
717,6011,,,,,,
723,6015,,,,,,
1855,6045,,,,,,
157,6058,,,,,,
1853,6091,,,,,,
1963,6095,,,,,,
1854,6138,,,,,,
27,6151,,,,,,
1856,6174,,,,,,
527,6278,,,,,,
1723,6304,,,,,,
2,6418,,,,,,
714,6431,,,,,,
722,6481,,,,,,
554,6483,,,,,,
1178,6513,,,,,,
574,6539,,,,,,
507,6653,,,,,,
716,6688,,,,,,
1967,6741,,,,,,
524,6766,,,,,,
1964,6802,,,,,,
743,6809,,,,,,
724,6816,,,,,,
1966,6816,,,,,,
531,6833,,,,,,
577,6887,,,,,,
744,6908,,,,,,
725,6940,,,,,,
1725,6979,,,,,,
1968,7007,,,,,,
713,7050,,,,,,
164,7085,,,,,,
775,7127,,,,,,
523,7157,,,,,,
1737,7187,,,,,,
570,7212,,,,,,
1969,7221,,,,,,
591,7268,,,,,,
166,7277,,,,,,
165,7300,,,,,,
646,7304,,,,,,
1185,7444,,,,,,
522,7506,,,,,,
645,7541,,,,,,
1175,7598,,,,,,
726,7601,,,,,,
1965,7657,,,,,,
529,7695,,,,,,
1970,7712,,,,,,
303,7766,,,,,,
304,7772,,,,,,
1727,7791,,,,,,
306,7848,,,,,,
769,7858,,,,,,
302,7859,,,,,,
573,7863,,,,,,
519,7889,,,,,,
520,7889,,,,,,
826,7899,,,,,,
305,7931,,,,,,
308,7948,,,,,,
648,7969,,,,,,
301,7995,,,,,,
313,8014,,,,,,
300,8020,,,,,,
309,8034,,,,,,
295,8035,,,,,,
311,8046,,,,,,
310,8062,,,,,,
1733,8062,,,,,,
312,8091,,,,,,
307,8094,,,,,,
637,8170,,,,,,
299,8185,,,,,,
518,8245,,,,,,
1726,8255,,,,,,
298,8261,,,,,,
669,8268,,,,,,
297,8292,,,,,,
296,8306,,,,,,
827,8316,,,,,,
1731,8328,,,,,,
294,8372,,,,,,
156,8459,,,,,,
293,8459,,,,,,
1971,8516,,,,,,
314,8523,,,,,,
1975,8533,,,,,,
727,8607,,,,,,
1736,8608,,,,,,
292,8622,,,,,,
517,8670,,,,,,
1972,8827,,,,,,
710,8832,,,,,,
715,8901,,,,,,
534,8980,,,,,,
1978,9030,,,,,,
508,9081,,,,,,
1974,9113,,,,,,
1976,9181,,,,,,
535,9225,,,,,,
711,9232,,,,,,
650,9234,,,,,,
155,9279,,,,,,
767,9360,,,,,,
291,9367,,,,,,
1092,9398,,,,,,
1977,9404,,,,,,
506,9536,,,,,,
154,9603,,,,,,
194,9614,,,,,,
768,9695,,,,,,
1091,9712,,,,,,
742,9729,,,,,,
588,9789,,,,,,
702,9838,,,,,,
701,9842,,,,,,
315,9897,,,,,,
1093,9902,,,,,,
741,10027,,,,,,
1735,10027,,,,,,
530,10053,,,,,,
1973,10093,,,,,,
290,10149,,,,,,
1179,10184,,,,,,
690,10243,,,,,,
1734,10245,,,,,,
1979,10328,,,,,,
685,10357,,,,,,
1724,10380,,,,,,
592,10399,,,,,,
688,10435,,,,,,
289,10442,,,,,,
689,10471,,,,,,
153,10476,,,,,,
537,10574,,,,,,
1432,10580,,,,,,
316,10621,,,,,,
686,10696,,,,,,
728,10710,,,,,,
1090,10730,,,,,,
1094,10748,,,,,,
1980,10774,,,,,,
516,10879,,,,,,
547,10984,,,,,,
2007,10989,,,,,,
2008,11077,,,,,,
730,11079,,,,,,
3,11099,,,,,,
1981,11114,,,,,,
851,11297,,,,,,
1095,11368,,,,,,
2006,11418,,,,,,
2012,11422,,,,,,
2011,11449,,,,,,
1982,11457,,,,,,
2009,11470,,,,,,
2005,11506,,,,,,
2010,11519,,,,,,
1204,11584,,,,,,
152,11641,,,,,,
1983,11709,,,,,,
521,11793,,,,,,
1203,11801,,,,,,
1202,11822,,,,,,
317,11832,,,,,,
1096,11892,,,,,,
151,11928,,,,,,
1986,11939,,,,,,
1155,12021,,,,,,
1992,12023,,,,,,
1991,12058,,,,,,
1993,12206,,,,,,
1180,12217,,,,,,
691,12248,,,,,,
692,12284,,,,,,
514,12290,,,,,,
1728,12335,,,,,,
1181,12381,,,,,,
1994,12466,,,,,,
1984,12476,,,,,,
684,12487,,,,,,
1190,12493,,,,,,
729,12511,,,,,,
1987,12512,,,,,,
855,12517,,,,,,
1985,12541,,,,,,
1431,12547,,,,,,
2003,12575,,,,,,
2004,12658,,,,,,
687,12679,,,,,,
828,12689,,,,,,
706,12716,,,,,,
829,12717,,,,,,
2002,12742,,,,,,
4,12783,,,,,,
1097,12809,,,,,,
1191,12850,,,,,,
736,12865,,,,,,
1988,12904,,,,,,
1990,12911,,,,,,
856,12943,,,,,,
2001,12979,,,,,,
1730,12981,,,,,,
655,13026,,,,,,
287,13049,,,,,,
612,13099,,,,,,
1433,13113,,,,,,
2000,13132,,,,,,
428,13135,,,,,,
1098,13152,,,,,,
737,13190,,,,,,
732,13223,,,,,,
1201,13242,,,,,,
854,13321,,,,,,
1099,13349,,,,,,
852,13360,,,,,,
740,13363,,,,,,
1995,13384,,,,,,
683,13444,,,,,,
1989,13481,,,,,,
1089,13488,,,,,,
1999,13497,,,,,,
656,13518,,,,,,
703,13562,,,,,,
613,13615,,,,,,
1100,13697,,,,,,
1023,13719,,,,,,
739,13728,,,,,,
1998,13735,,,,,,
1192,13749,,,,,,
578,13773,,,,,,
1290,13786,,,,,,
731,13800,,,,,,
1205,13813,,,,,,
1189,13815,,,,,,
1997,13898,,,,,,
1101,13930,,,,,,
1996,13953,,,,,,
454,13956,,,,,,
1102,13973,,,,,,
1025,13998,,,,,,
288,14011,,,,,,
1716,14013,,,,,,
1026,14016,,,,,,
150,14022,,,,,,
734,14024,,,,,,
738,14026,,,,,,
1722,14067,,,,,,
1718,14079,,,,,,
1103,14112,,,,,,
1291,14119,,,,,,
1509,14164,,,,,,
735,14172,,,,,,
1729,14201,,,,,,
1024,14202,,,,,,
1289,14213,,,,,,
1507,14228,,,,,,
1506,14250,,,,,,
1508,14253,,,,,,
1022,14293,,,,,,
455,14309,,,,,,
429,14349,,,,,,
1500,14351,,,,,,
440,14358,,,,,,
1510,14372,,,,,,
1529,14395,,,,,,
1527,14402,,,,,,
1528,14404,,,,,,
1499,14411,,,,,,
1530,14423,,,,,,
1524,14426,,,,,,
1502,14429,,,,,,
1628,14430,,,,,,
1525,14436,,,,,,
733,14446,,,,,,
1523,14448,,,,,,
1501,14449,,,,,,
653,14451,,,,,,
1519,14455,,,,,,
1517,14457,,,,,,
1512,14459,,,,,,
583,14460,,,,,,
1503,14471,,,,,,
439,14477,,,,,,
1505,14485,,,,,,
1522,14490,,,,,,
1526,14498,,,,,,
513,14500,,,,,,
1498,14507,,,,,,
1497,14508,,,,,,
1518,14511,,,,,,
1511,14520,,,,,,
1513,14522,,,,,,
1516,14525,,,,,,
1495,14532,,,,,,
1514,14534,,,,,,
1504,14536,,,,,,
40,14538,,,,,,
1496,14543,,,,,,
1521,14555,,,,,,
1520,14575,,,,,,
704,14577,,,,,,
1515,14583,,,,,,
611,14593,,,,,,
1104,14603,,,,,,
1195,14611,,,,,,
700,14622,,,,,,
427,14638,,,,,,
526,14641,,,,,,
709,14643,,,,,,
1209,14685,,,,,,
1494,14718,,,,,,
696,14722,,,,,,
1717,14782,,,,,,
1207,14801,,,,,,
699,14817,,,,,,
850,14853,,,,,,
1208,14856,,,,,,
1027,14860,,,,,,
1487,14890,,,,,,
1483,14904,,,,,,
1488,14907,,,,,,
1193,14932,,,,,,
1492,14946,,,,,,
1719,14947,,,,,,
1489,14953,,,,,,
1491,14953,,,,,,
1490,14972,,,,,,
1482,14973,,,,,,
1484,14973,,,,,,
511,14983,,,,,,
1493,14992,,,,,,
1105,14993,,,,,,
1480,15005,,,,,,
1486,15010,,,,,,
1210,15013,,,,,,
1481,15024,,,,,,
707,15025,,,,,,
1485,15031,,,,,,
512,15073,,,,,,
1479,15073,,,,,,
1475,15076,,,,,,
426,15087,,,,,,
1720,15098,,,,,,
1154,15112,,,,,,
868,15116,,,,,,
1478,15186,,,,,,
694,15195,,,,,,
1473,15240,,,,,,
1477,15240,,,,,,
461,15289,,,,,,
438,15302,,,,,,
1430,15338,,,,,,
1212,15346,,,,,,
1106,15369,,,,,,
436,15370,,,,,,
1194,15383,,,,,,
1721,15384,,,,,,
1288,15395,,,,,,
1472,15395,,,,,,
1476,15397,,,,,,
1474,15448,,,,,,
1435,15456,,,,,,
1471,15501,,,,,,
1470,15523,,,,,,
1466,15573,,,,,,
1468,15576,,,,,,
1469,15594,,,,,,
1715,15594,,,,,,
1465,15622,,,,,,
1467,15626,,,,,,
695,15679,,,,,,
1434,15751,,,,,,
1629,15829,,,,,,
437,15938,,,,,,
1654,16024,,,,,,
585,16042,,,,,,
1624,16058,,,,,,
1626,16106,,,,,,
593,16110,,,,,,
435,16123,,,,,,
1627,16163,,,,,,
1714,16226,,,,,,
927,16250,,,,,,
1464,16253,,,,,,
499,16267,,,,,,
1618,16271,,,,,,
1211,16316,,,,,,
708,16319,,,,,,
509,16339,,,,,,
1625,16344,,,,,,
318,16365,,,,,,
1713,16372,,,,,,
1200,16388,,,,,,
652,16399,,,,,,
1186,16460,,,,,,
1732,16470,,,,,,
1612,16476,,,,,,
1613,16500,,,,,,
1107,16509,,,,,,
928,16531,,,,,,
693,16533,,,,,,
681,16541,,,,,,
1213,16541,,,,,,
149,16555,,,,,,
1611,16570,,,,,,
1610,16601,,,,,,
1653,16627,,,,,,
926,16629,,,,,,
925,16741,,,,,,
1214,16758,,,,,,
1206,16766,,,,,,
1360,16815,,,,,,
1216,16834,,,,,,
505,16851,,,,,,
830,16853,,,,,,
1287,16854,,,,,,
1531,16901,,,,,,
658,16918,,,,,,
1623,16981,,,,,,
1463,17008,,,,,,
1436,17043,,,,,,
515,17045,,,,,,
441,17046,,,,,,
430,17060,,,,,,
1533,17069,,,,,,
1532,17179,,,,,,
1244,17185,,,,,,
1217,17186,,,,,,
1371,17188,,,,,,
1247,17194,,,,,,
1361,17196,,,,,,
1292,17202,,,,,,
1245,17206,,,,,,
682,17211,,,,,,
490,17215,,,,,,
1242,17236,,,,,,
1243,17236,,,,,,
1246,17246,,,,,,
1248,17275,,,,,,
1239,17308,,,,,,
1241,17317,,,,,,
1028,17324,,,,,,
1619,17325,,,,,,
1240,17343,,,,,,
1238,17380,,,,,,
1237,17386,,,,,,
1614,17394,,,,,,
1649,17395,,,,,,
1655,17414,,,,,,
1235,17420,,,,,,
1234,17423,,,,,,
1224,17430,,,,,,
1250,17437,,,,,,
1249,17441,,,,,,
1233,17442,,,,,,
1281,17449,,,,,,
1225,17450,,,,,,
1231,17461,,,,,,
1236,17466,,,,,,
1652,17466,,,,,,
1223,17472,,,,,,
1232,17472,,,,,,
1617,17481,,,,,,
1534,17494,,,,,,
1280,17495,,,,,,
614,17496,,,,,,
1230,17498,,,,,,
1219,17503,,,,,,
501,17508,,,,,,
1461,17510,,,,,,
1251,17517,,,,,,
1229,17535,,,,,,
1221,17540,,,,,,
1222,17540,,,,,,
1462,17556,,,,,,
1263,17566,,,,,,
1252,17569,,,,,,
148,17575,,,,,,
1227,17584,,,,,,
1226,17587,,,,,,
1228,17589,,,,,,
1253,17605,,,,,,
1265,17614,,,,,,
1260,17631,,,,,,
1262,17643,,,,,,
1279,17643,,,,,,
1268,17661,,,,,,
1256,17662,,,,,,
1254,17665,,,,,,
1259,17667,,,,,,
1264,17673,,,,,,
1266,17677,,,,,,
1261,17685,,,,,,
636,17689,,,,,,
1255,17695,,,,,,
1267,17696,,,,,,
1630,17710,,,,,,
1220,17728,,,,,,
1257,17736,,,,,,
1272,17737,,,,,,
1258,17739,,,,,,
1270,17764,,,,,,
705,17777,,,,,,
1218,17779,,,,,,
697,17781,,,,,,
1021,17788,,,,,,
1349,17808,,,,,,
1269,17815,,,,,,
1277,17824,,,,,,
1273,17837,,,,,,
1278,17837,,,,,,
1362,17840,,,,,,
1696,17846,,,,,,
1286,17849,,,,,,
1275,17855,,,,,,
1276,17857,,,,,,
1271,17865,,,,,,
1274,17880,,,,,,
1608,17912,,,,,,
1709,17912,,,,,,
1651,17914,,,,,,
680,17934,,,,,,
1615,17939,,,,,,
1108,17978,,,,,,
528,18022,,,,,,
1282,18079,,,,,,
1215,18122,,,,,,
647,18138,,,,,,
1607,18152,,,,,,
1372,18174,,,,,,
1667,18176,,,,,,
1380,18179,,,,,,
1398,18196,,,,,,
1668,18201,,,,,,
1137,18202,,,,,,
1616,18208,,,,,,
1363,18209,,,,,,
1620,18238,,,,,,
1650,18260,,,,,,
1664,18262,,,,,,
1399,18265,,,,,,
1669,18283,,,,,,
1537,18314,,,,,,
1663,18320,,,,,,
1543,18324,,,,,,
1647,18332,,,,,,
1545,18342,,,,,,
1344,18346,,,,,,
1544,18353,,,,,,
1364,18356,,,,,,
1535,18362,,,,,,
1400,18383,,,,,,
1542,18385,,,,,,
1646,18388,,,,,,
1648,18399,,,,,,
425,18402,,,,,,
1536,18413,,,,,,
1538,18413,,,,,,
1546,18416,,,,,,
26,18423,,,,,,
1153,18427,,,,,,
1541,18427,,,,,,
1401,18428,,,,,,
1539,18437,,,,,,
1666,18439,,,,,,
1540,18445,,,,,,
1683,18448,,,,,,
1547,18450,,,,,,
1685,18467,,,,,,
1402,18502,,,,,,
1684,18512,,,,,,
1665,18514,,,,,,
1548,18537,,,,,,
1682,18537,,,,,,
1285,18551,,,,,,
1680,18553,,,,,,
1396,18557,,,,,,
1403,18560,,,,,,
1681,18563,,,,,,
1397,18574,,,,,,
1662,18575,,,,,,
1621,18578,,,,,,
670,18594,,,,,,
1644,18603,,,,,,
1555,18614,,,,,,
1708,18615,,,,,,
1549,18627,,,,,,
1404,18631,,,,,,
1550,18632,,,,,,
1554,18636,,,,,,
1670,18642,,,,,,
1381,18650,,,,,,
1552,18655,,,,,,
1677,18658,,,,,,
1712,18665,,,,,,
1350,18666,,,,,,
1556,18669,,,,,,
1557,18670,,,,,,
1553,18682,,,,,,
1686,18683,,,,,,
1196,18686,,,,,,
1678,18692,,,,,,
1679,18705,,,,,,
1410,18710,,,,,,
1370,18715,,,,,,
1609,18725,,,,,,
1382,18738,,,,,,
1632,18740,,,,,,
1643,18743,,,,,,
1676,18743,,,,,,
1551,18744,,,,,,
1339,18764,,,,,,
1340,18795,,,,,,
1675,18805,,,,,,
924,18820,,,,,,
1707,18823,,,,,,
1631,18832,,,,,,
1703,18836,,,,,,
597,18851,,,,,,
1460,18859,,,,,,
1674,18873,,,,,,
1373,18875,,,,,,
1405,18883,,,,,,
1634,18892,,,,,,
1645,18902,,,,,,
1622,18908,,,,,,
1673,18932,,,,,,
1395,18958,,,,,,
1672,18961,,,,,,
1599,18977,,,,,,
1345,18982,,,,,,
1671,19005,,,,,,
579,19012,,,,,,
1566,19030,,,,,,
1568,19044,,,,,,
1296,19050,,,,,,
1558,19068,,,,,,
1565,19072,,,,,,
1642,19076,,,,,,
1567,19081,,,,,,
1635,19096,,,,,,
1348,19124,,,,,,
370,19126,,,,,,
1341,19127,,,,,,
1569,19128,,,,,,
1606,19142,,,,,,
1661,19143,,,,,,
1564,19144,,,,,,
1570,19155,,,,,,
1412,19159,,,,,,
1409,19160,,,,,,
1562,19174,,,,,,
1383,19181,,,,,,
1691,19187,,,,,,
1563,19188,,,,,,
1711,19194,,,,,,
1560,19197,,,,,,
1704,19198,,,,,,
1406,19203,,,,,,
1559,19203,,,,,,
1561,19205,,,,,,
1437,19207,,,,,,
1384,19208,,,,,,
1639,19223,,,,,,
1387,19226,,,,,,
1388,19228,,,,,,
1638,19235,,,,,,
1695,19240,,,,,,
1375,19260,,,,,,
1706,19269,,,,,,
1641,19271,,,,,,
1389,19303,,,,,,
1136,19305,,,,,,
1385,19310,,,,,,
1392,19319,,,,,,
1284,19331,,,,,,
1583,19338,,,,,,
1365,19349,,,,,,
1660,19365,,,,,,
1335,19371,,,,,,
698,19376,,,,,,
1571,19378,,,,,,
1386,19379,,,,,,
1582,19406,,,,,,
1598,19409,,,,,,
1407,19412,,,,,,
1636,19414,,,,,,
1390,19419,,,,,,
510,19422,,,,,,
1594,19425,,,,,,
1597,19429,,,,,,
1595,19430,,,,,,
1577,19436,,,,,,
654,19439,,,,,,
1391,19448,,,,,,
1593,19457,,,,,,
1574,19459,,,,,,
1584,19464,,,,,,
1580,19465,,,,,,
1336,19467,,,,,,
1578,19473,,,,,,
1637,19473,,,,,,
1640,19473,,,,,,
1581,19476,,,,,,
1575,19482,,,,,,
1596,19489,,,,,,
1579,19492,,,,,,
1295,19498,,,,,,
1585,19504,,,,,,
831,19506,,,,,,
1592,19513,,,,,,
1633,19514,,,,,,
1352,19522,,,,,,
1586,19528,,,,,,
1414,19539,,,,,,
1572,19539,,,,,,
1342,19543,,,,,,
985,19544,,,,,,
1687,19552,,,,,,
1591,19557,,,,,,
1576,19561,,,,,,
1359,19563,,,,,,
1588,19566,,,,,,
1393,19579,,,,,,
1587,19584,,,,,,
1589,19584,,,,,,
1573,19585,,,,,,
1694,19593,,,,,,
1690,19603,,,,,,
1369,19606,,,,,,
1590,19607,,,,,,
1413,19621,,,,,,
1283,19634,,,,,,
1343,19637,,,,,,
1710,19646,,,,,,
1334,19648,,,,,,
1293,19649,,,,,,
1394,19649,,,,,,
1298,19655,,,,,,
1411,19667,,,,,,
1088,19701,,,,,,
1156,19707,,,,,,
973,19709,,,,,,
1659,19722,,,,,,
1656,19724,,,,,,
1346,19725,,,,,,
1299,19786,,,,,,
1029,19798,,,,,,
502,19808,,,,,,
587,19810,,,,,,
1693,19822,,,,,,
1337,19829,,,,,,
1351,19860,,,,,,
1374,19869,,,,,,
1702,19900,,,,,,
1692,19920,,,,,,
986,19947,,,,,,
972,19971,,,,,,
1601,19984,,,,,,
1600,19986,,,,,,
1605,19992,,,,,,
1705,20006,,,,,,
1688,20035,,,,,,
832,20039,,,,,,
1689,20045,,,,,,
1353,20056,,,,,,
49,20077,,,,,,
974,20096,,,,,,
